42,You Was Right,52,40,25,Lil Uzi Vert,2017-01-14
43,No Heart,53,43,10,21 Savage & Metro Boomin,2017-01-14
44,Water Under The Bridge,51,26,8,Adele,2017-01-14
45,May We All,60,30,18,Florida Georgia Line Featuring Tim McGraw,2017-01-14
46,Deja Vu,35,7,3,J. Cole,2017-01-14
47,Faith,120,1,21,George Michael,2017-01-14
48,Wanna Be That Song,62,46,13,Brett Eldredge,2017-01-14
49,How Far I'll Go,56,41,5,Auli'i Cravalho,2017-01-14
50,Say You Won't Let Go,61,19,10,James Arthur,2017-01-14
51,Selfish,85,51,8,PnB Rock,2017-01-14
52,Used To This,55,14,8,Future Featuring Drake,2017-01-14
53,Party Monster,49,16,6,The Weeknd,2017-01-14
54,Dirty Laundry,66,48,11,Carrie Underwood,2017-01-14
55,Better Man,64,34,9,Little Big Town,2017-01-14
56,Too Much Sauce,63,50,19,DJ ESCO Featuring Future & Lil Uzi Vert,2017-01-14
57,Both,41,41,2,Gucci Mane Featuring Drake,2017-01-14
58,Party,58,40,2,Chris Brown Featuring Usher & Gucci Mane,2017-01-14
59,Star Of The Show,76,45,9,Thomas Rhett,2017-01-14
60,A Guy With A Girl,71,42,7,Blake Shelton,2017-01-14
61,Neighbors,54,13,3,J. Cole,2017-01-14
62,Sleep Without You,88,47,16,Brett Young,2017-01-14
63,Chantaje,65,51,7,Shakira Featuring Maluma,2017-01-14
64,Dirt On My Boots,84,37,4,Jon Pardi,2017-01-14
65,Pick Up The Phone,74,43,20,Young Thug And Travis Scott Featuring Quavo,2017-01-14
66,Sneakin',69,28,10,Drake Featuring 21 Savage,2017-01-14
67,HandClap,77,53,14,Fitz And The Tantrums,2017-01-14
68,Immortal,59,11,3,J. Cole,2017-01-14
69,How Far I'll Go,81,56,4,Alessia Cara,2017-01-14
70,How I'll Always Be,78,70,11,Tim McGraw,2017-01-14
71,Moves,120,38,1,Big Sean,2017-01-14
72,Song For Another Time,73,59,14,Old Dominion,2017-01-14
73,You're Welcome,86,65,5,Dwayne Johnson,2017-01-14
74,OTW,91,71,2,DJ Luke Nasty,2017-01-14
75,Red Opps,92,74,2,21 Savage,2017-01-14
76,Swang,99,33,2,Rae Sremmurd,2017-01-14
77,Make Me (Cry),75,46,3,Noah Cyrus Featuring Labrinth,2017-01-14
78,Rockabye,79,9,4,Clean Bandit Featuring Sean Paul & Anne-Marie,2017-01-14
79,Seein' Red,120,55,1,Dustin Lynch,2017-01-14
80,iSpy,120,80,1,KYLE Featuring Lil Yachty,2017-01-14
81,Play That Song,96,41,5,Train,2017-01-14
82,Kill A Word,120,71,3,Eric Church Featuring Rhiannon Giddens,2017-01-14
83,Million Reasons,70,4,8,Lady Gaga,2017-01-14
84,Alone,80,60,5,Marshmello,2017-01-14
85,Goosebumps,120,50,8,Travis Scott,2017-01-14
86,My Sh*t,120,86,10,A Boogie Wit da Hoodie,2017-01-14
87,Redbone,68,48,5,Childish Gambino,2017-01-14
88,All We Know,82,18,13,The Chainsmokers Featuring Phoebe Ryan,2017-01-14
89,Parachute,120,78,2,Chris Stapleton,2017-01-14
90,Think A Little Less,120,54,1,Michael Ray,2017-01-14
91,80s Mercedes,120,74,7,Maren Morris,2017-01-14
92,Fresh Eyes,87,59,13,Andy Grammer,2017-01-14
93,Just Hold On,72,52,3,Steve Aoki & Louis Tomlinson,2017-01-14
94,Sex With Me,120,83,9,Rihanna,2017-01-14
95,No Flockin,120,95,1,Kodak Black,2017-01-14
96,Timeless,120,86,1,A Boogie Wit da Hoodie Featuring DJ SPINKING,2017-01-14
97,Black Barbies,120,65,2,Nicki Minaj X Mike WiLL Made-It,2017-01-14
98,Way Down We Go,120,54,1,Kaleo,2017-01-14
99,Hate U Love U,120,99,1,Olivia O'Brien,2017-01-14
100,Shaky Shaky,120,88,1,Daddy Yankee,2017-01-14
1,Starboy,2,1,14,The Weeknd Featuring Daft Punk,2017-01-07
2,Black Beatles,1,1,15,Rae Sremmurd Featuring Gucci Mane,2017-01-07
3,Closer,3,1,21,The Chainsmokers Featuring Halsey,2017-01-07
4,24K Magic,4,4,11,Bruno Mars,2017-01-07
5,Juju On That Beat (TZ Anthem),8,5,13,Zay Hilfigerrr & Zayion McCall,2017-01-07
6,Side To Side,5,4,17,Ariana Grande Featuring Nicki Minaj,2017-01-07
7,Let Me Love You,9,4,20,DJ Snake Featuring Justin Bieber,2017-01-07
8,Don't Wanna Know,10,6,11,Maroon 5 Featuring Kendrick Lamar,2017-01-07
9,Bad Things,14,4,8,Machine Gun Kelly x Camila Cabello,2017-01-07
10,Fake Love,12,8,9,Drake,2017-01-07
11,Caroline,16,11,16,Amine,2017-01-07
12,Heathens,15,2,27,twenty one pilots,2017-01-07
13,Bad And Boujee,26,1,6,Migos Featuring Lil Uzi Vert,2017-01-07
14,Scars To Your Beautiful,18,8,17,Alessia Cara,2017-01-07
15,Broccoli,17,5,28,D.R.A.M. Featuring Lil Yachty,2017-01-07
16,All I Want For Christmas Is You,20,11,18,Mariah Carey,2017-01-07
17,Starving,19,12,21,Hailee Steinfeld & Grey Featuring Zedd,2017-01-07
18,I Don't Wanna Live Forever (Fifty Shades Darker),6,2,2,Zayn / Taylor Swift,2017-01-07
19,OOOUUU,47,19,17,Young M.A,2017-01-07
20,Love On The Brain,27,5,10,Rihanna,2017-01-07
21,Bounce Back,31,6,7,Big Sean,2017-01-07
22,The Greatest,28,18,16,Sia Featuring Kendrick Lamar,2017-01-07
23,Hallelujah,45,23,9,Pentatonix,2017-01-07
24,All Time Low,36,16,11,Jon Bellion,2017-01-07
25,I Feel It Coming,33,4,5,The Weeknd Featuring Daft Punk,2017-01-07
26,Treat You Better,32,6,29,Shawn Mendes,2017-01-07
27,Rockin' Around The Christmas Tree,48,14,18,Brenda Lee,2017-01-07
28,Mercy,44,15,14,Shawn Mendes,2017-01-07
29,Jingle Bell Rock,46,29,19,Bobby Helms,2017-01-07
30,In The Name Of Love,35,24,19,Martin Garrix & Bebe Rexha,2017-01-07
31,I Hate U I Love U,25,10,36,gnash Featuring Olivia O'Brien,2017-01-07
32,Can't Stop The Feeling!,39,1,33,Justin Timberlake,2017-01-07
33,Blue Ain't Your Color,38,24,15,Keith Urban,2017-01-07
34,Don't Let Me Down,43,3,45,The Chainsmokers Featuring Daya,2017-01-07
35,Deja Vu,7,7,2,J. Cole,2017-01-07
36,Cheap Thrills,41,1,45,Sia Featuring Sean Paul,2017-01-07
37,This Town,50,20,13,Niall Horan,2017-01-07
38,Cold Water,40,2,22,Major Lazer Featuring Justin Bieber & MO,2017-01-07
39,Chill Bill,49,29,21,Rob $tone Featuring J. Davi$ & Spooks,2017-01-07
40,Love Me Now,37,23,9,John Legend,2017-01-07
41,Both,120,41,1,Gucci Mane Featuring Drake,2017-01-07
42,Unsteady,42,20,32,X Ambassadors,2017-01-07
43,X,51,36,15,21 Savage & Metro Boomin Featuring Future,2017-01-07
44,Feliz Navidad,120,44,1,Jose Feliciano,2017-01-07
45,Mary  Did You Know?,120,26,7,Pentatonix,2017-01-07
46,A Holly Jolly Christmas,120,46,1,Burl Ives,2017-01-07
47,The Christmas Song (Merry Christmas To You),120,38,8,Nat King Cole,2017-01-07
48,It's The Most Wonderful Time Of The Year,120,48,1,Andy Williams,2017-01-07
49,Party Monster,53,16,5,The Weeknd,2017-01-07
50,Last Christmas,120,41,1,Wham!,2017-01-07
51,Water Under The Bridge,61,26,7,Adele,2017-01-07
52,You Was Right,58,40,24,Lil Uzi Vert,2017-01-07
53,No Heart,55,43,9,21 Savage & Metro Boomin,2017-01-07
54,Neighbors,13,13,2,J. Cole,2017-01-07
55,Used To This,64,14,7,Future Featuring Drake,2017-01-07
56,How Far I'll Go,66,41,4,Auli'i Cravalho,2017-01-07
57,Do You Mind,60,27,20,DJ Khaled Featuring Nicki Minaj  Chris Brown  August Alsina  Jeremih  Future & Rick Ross,2017-01-07
58,Party,120,40,1,Chris Brown Featuring Usher & Gucci Mane,2017-01-07
59,Immortal,11,11,2,J. Cole,2017-01-07
60,May We All,56,30,17,Florida Georgia Line Featuring Tim McGraw,2017-01-07
61,Say You Won't Let Go,65,19,9,James Arthur,2017-01-07
62,Wanna Be That Song,59,46,12,Brett Eldredge,2017-01-07
63,Too Much Sauce,74,50,18,DJ ESCO Featuring Future & Lil Uzi Vert,2017-01-07
64,Better Man,68,34,8,Little Big Town,2017-01-07
65,Chantaje,71,51,6,Shakira Featuring Maluma,2017-01-07
66,Dirty Laundry,70,48,10,Carrie Underwood,2017-01-07
67,1 Night,73,49,20,Lil Yachty,2017-01-07
68,Redbone,75,48,4,Childish Gambino,2017-01-07
69,Sneakin',72,28,9,Drake Featuring 21 Savage,2017-01-07
70,Million Reasons,62,4,7,Lady Gaga,2017-01-07
71,A Guy With A Girl,79,42,6,Blake Shelton,2017-01-07
72,Just Hold On,52,52,2,Steve Aoki & Louis Tomlinson,2017-01-07
73,Song For Another Time,69,59,13,Old Dominion,2017-01-07
74,Pick Up The Phone,76,43,19,Young Thug And Travis Scott Featuring Quavo,2017-01-07
75,Make Me (Cry),120,46,2,Noah Cyrus Featuring Labrinth,2017-01-07
76,Star Of The Show,84,45,8,Thomas Rhett,2017-01-07
77,HandClap,80,53,13,Fitz And The Tantrums,2017-01-07
78,How I'll Always Be,85,70,10,Tim McGraw,2017-01-07
79,Rockabye,90,9,3,Clean Bandit Featuring Sean Paul & Anne-Marie,2017-01-07
80,Alone,99,60,4,Marshmello,2017-01-07
81,How Far I'll Go,94,56,3,Alessia Cara,2017-01-07
82,All We Know,95,18,12,The Chainsmokers Featuring Phoebe Ryan,2017-01-07
83,Change,21,21,2,J. Cole,2017-01-07
84,Dirt On My Boots,92,37,3,Jon Pardi,2017-01-07
85,Selfish,96,51,7,PnB Rock,2017-01-07
86,You're Welcome,97,65,4,Dwayne Johnson,2017-01-07
87,Fresh Eyes,88,59,12,Andy Grammer,2017-01-07
88,Sleep Without You,86,47,15,Brett Young,2017-01-07
89,She's Mine Pt.1,22,22,2,J. Cole,2017-01-07
90,Ville Mentality,24,24,2,J. Cole,2017-01-07
91,OTW,120,71,1,DJ Luke Nasty,2017-01-07
92,Red Opps,120,74,1,21 Savage,2017-01-07
93,For Whom The Bell Tolls,23,23,2,J. Cole,2017-01-07
94,Six Feet Under,81,34,4,The Weeknd,2017-01-07
95,Reminder,78,31,4,The Weeknd,2017-01-07
96,Play That Song,87,41,4,Train,2017-01-07
97,Sidewalks,82,27,4,The Weeknd Featuring Kendrick Lamar,2017-01-07
98,Foldin Clothes,30,30,2,J. Cole,2017-01-07
99,Swang,120,33,1,Rae Sremmurd,2017-01-07
100,Versace On The Floor,120,98,2,Bruno Mars,2017-01-07
1,Black Beatles,1,1,14,Rae Sremmurd Featuring Gucci Mane,2016-12-31
2,Starboy,2,1,13,The Weeknd Featuring Daft Punk,2016-12-31
3,Closer,3,1,20,The Chainsmokers Featuring Halsey,2016-12-31
4,24K Magic,4,4,10,Bruno Mars,2016-12-31
5,Side To Side,5,4,16,Ariana Grande Featuring Nicki Minaj,2016-12-31
6,I Don't Wanna Live Forever (Fifty Shades Darker),120,2,1,Zayn / Taylor Swift,2016-12-31
7,Deja Vu,120,7,1,J. Cole,2016-12-31
8,Juju On That Beat (TZ Anthem),6,5,12,Zay Hilfigerrr & Zayion McCall,2016-12-31
9,Let Me Love You,8,4,19,DJ Snake Featuring Justin Bieber,2016-12-31
10,Don't Wanna Know,7,6,10,Maroon 5 Featuring Kendrick Lamar,2016-12-31
11,Immortal,120,11,1,J. Cole,2016-12-31
12,Fake Love,11,8,8,Drake,2016-12-31
13,Neighbors,120,13,1,J. Cole,2016-12-31
14,Bad Things,10,4,7,Machine Gun Kelly x Camila Cabello,2016-12-31
15,Heathens,9,2,26,twenty one pilots,2016-12-31
16,Caroline,15,11,15,Amine,2016-12-31
17,Broccoli,12,5,27,D.R.A.M. Featuring Lil Yachty,2016-12-31
18,Scars To Your Beautiful,13,8,16,Alessia Cara,2016-12-31
19,Starving,14,12,20,Hailee Steinfeld & Grey Featuring Zedd,2016-12-31
20,All I Want For Christmas Is You,17,11,17,Mariah Carey,2016-12-31
21,Change,120,21,1,J. Cole,2016-12-31
22,She's Mine Pt.1,120,22,1,J. Cole,2016-12-31
23,For Whom The Bell Tolls,120,23,1,J. Cole,2016-12-31
24,Ville Mentality,120,24,1,J. Cole,2016-12-31
25,I Hate U I Love U,16,10,35,gnash Featuring Olivia O'Brien,2016-12-31
26,Bad And Boujee,24,1,5,Migos Featuring Lil Uzi Vert,2016-12-31
27,Love On The Brain,20,5,9,Rihanna,2016-12-31
28,The Greatest,18,18,15,Sia Featuring Kendrick Lamar,2016-12-31
29,4 Your Eyez Only,120,29,1,J. Cole,2016-12-31
30,Foldin Clothes,120,30,1,J. Cole,2016-12-31
31,Bounce Back,39,6,6,Big Sean,2016-12-31
32,Treat You Better,19,6,28,Shawn Mendes,2016-12-31
33,I Feel It Coming,28,4,4,The Weeknd Featuring Daft Punk,2016-12-31
34,She's Mine Pt. 2,120,34,1,J. Cole,2016-12-31
35,In The Name Of Love,25,24,18,Martin Garrix & Bebe Rexha,2016-12-31
36,All Time Low,33,16,10,Jon Bellion,2016-12-31
37,Love Me Now,23,23,8,John Legend,2016-12-31
38,Blue Ain't Your Color,30,24,14,Keith Urban,2016-12-31
39,Can't Stop The Feeling!,32,1,32,Justin Timberlake,2016-12-31
40,Cold Water,21,2,21,Major Lazer Featuring Justin Bieber & MO,2016-12-31
41,Cheap Thrills,26,1,44,Sia Featuring Sean Paul,2016-12-31
42,Unsteady,22,20,31,X Ambassadors,2016-12-31
43,Don't Let Me Down,31,3,44,The Chainsmokers Featuring Daya,2016-12-31
44,Mercy,38,15,13,Shawn Mendes,2016-12-31
45,Hallelujah,45,23,8,Pentatonix,2016-12-31
46,Jingle Bell Rock,35,35,18,Bobby Helms,2016-12-31
47,OOOUUU,27,19,16,Young M.A,2016-12-31
48,Rockin' Around The Christmas Tree,37,14,17,Brenda Lee,2016-12-31
49,Chill Bill,34,29,20,Rob $tone Featuring J. Davi$ & Spooks,2016-12-31
50,This Town,41,20,12,Niall Horan,2016-12-31
51,X,43,36,14,21 Savage & Metro Boomin Featuring Future,2016-12-31
52,Just Hold On,120,52,1,Steve Aoki & Louis Tomlinson,2016-12-31
53,Party Monster,29,16,4,The Weeknd,2016-12-31
54,False Prophets,93,54,2,J. Cole,2016-12-31
55,No Heart,57,43,8,21 Savage & Metro Boomin,2016-12-31
56,May We All,42,30,16,Florida Georgia Line Featuring Tim McGraw,2016-12-31
57,Everybody Dies,120,57,1,J. Cole,2016-12-31
58,You Was Right,49,40,23,Lil Uzi Vert,2016-12-31
59,Wanna Be That Song,53,46,11,Brett Eldredge,2016-12-31
60,Do You Mind,44,27,19,DJ Khaled Featuring Nicki Minaj  Chris Brown  August Alsina  Jeremih  Future & Rick Ross,2016-12-31
61,Water Under The Bridge,58,26,6,Adele,2016-12-31
62,Million Reasons,52,4,6,Lady Gaga,2016-12-31
63,Come And See Me,56,55,24,PARTYNEXTDOOR Featuring Drake,2016-12-31
64,Used To This,51,14,6,Future Featuring Drake,2016-12-31
65,Say You Won't Let Go,60,19,8,James Arthur,2016-12-31
66,How Far I'll Go,70,41,3,Auli'i Cravalho,2016-12-31
67,Darlin' Don't Go,120,67,1,Sundance Head,2016-12-31
68,Better Man,67,34,7,Little Big Town,2016-12-31
69,Song For Another Time,59,59,12,Old Dominion,2016-12-31
70,Dirty Laundry,69,48,9,Carrie Underwood,2016-12-31
71,Chantaje,79,51,5,Shakira Featuring Maluma,2016-12-31
72,Sneakin',63,28,8,Drake Featuring 21 Savage,2016-12-31
73,1 Night,72,49,19,Lil Yachty,2016-12-31
74,Too Much Sauce,64,50,17,DJ ESCO Featuring Future & Lil Uzi Vert,2016-12-31
75,Redbone,48,48,3,Childish Gambino,2016-12-31
76,Pick Up The Phone,62,43,18,Young Thug And Travis Scott Featuring Quavo,2016-12-31
77,Deja Vu,120,75,2,Post Malone Featuring Justin Bieber,2016-12-31
78,Reminder,50,31,3,The Weeknd,2016-12-31
79,A Guy With A Girl,81,42,5,Blake Shelton,2016-12-31
80,HandClap,75,53,12,Fitz And The Tantrums,2016-12-31
81,Six Feet Under,55,34,3,The Weeknd,2016-12-31
82,Sidewalks,54,27,3,The Weeknd Featuring Kendrick Lamar,2016-12-31
83,Congratulations,120,28,1,Post Malone Featuring Quavo,2016-12-31
84,Star Of The Show,85,45,7,Thomas Rhett,2016-12-31
85,How I'll Always Be,88,70,9,Tim McGraw,2016-12-31
86,Sleep Without You,74,47,14,Brett Young,2016-12-31
87,Play That Song,77,41,3,Train,2016-12-31
88,Fresh Eyes,73,59,11,Andy Grammer,2016-12-31
89,At Last,120,89,1,Sundance Head,2016-12-31
90,Rockabye,100,9,2,Clean Bandit Featuring Sean Paul & Anne-Marie,2016-12-31
91,Setting The World On Fire,87,29,20,Kenny Chesney Featuring P!nk,2016-12-31
92,Dirt On My Boots,95,37,2,Jon Pardi,2016-12-31
93,Die For You,71,43,3,The Weeknd,2016-12-31
94,How Far I'll Go,120,56,2,Alessia Cara,2016-12-31
95,All We Know,89,18,11,The Chainsmokers Featuring Phoebe Ryan,2016-12-31
96,Selfish,90,51,6,PnB Rock,2016-12-31
97,You're Welcome,92,65,3,Dwayne Johnson,2016-12-31
98,My Sh*t,91,86,9,A Boogie Wit da Hoodie,2016-12-31
99,Alone,94,60,3,Marshmello,2016-12-31
100,Sex With Me,98,83,8,Rihanna,2016-12-31
1,Black Beatles,1,1,13,Rae Sremmurd Featuring Gucci Mane,2016-12-24
2,Starboy,2,1,12,The Weeknd Featuring Daft Punk,2016-12-24
3,Closer,3,1,19,The Chainsmokers Featuring Halsey,2016-12-24
4,24K Magic,5,4,9,Bruno Mars,2016-12-24
5,Side To Side,4,4,15,Ariana Grande Featuring Nicki Minaj,2016-12-24
6,Juju On That Beat (TZ Anthem),6,5,11,Zay Hilfigerrr & Zayion McCall,2016-12-24
7,Don't Wanna Know,8,6,9,Maroon 5 Featuring Kendrick Lamar,2016-12-24
8,Let Me Love You,7,4,18,DJ Snake Featuring Justin Bieber,2016-12-24
9,Heathens,9,2,25,twenty one pilots,2016-12-24
10,Bad Things,17,4,6,Machine Gun Kelly x Camila Cabello,2016-12-24
11,Fake Love,11,8,7,Drake,2016-12-24
12,Broccoli,10,5,26,D.R.A.M. Featuring Lil Yachty,2016-12-24
13,Scars To Your Beautiful,15,8,15,Alessia Cara,2016-12-24
14,Starving,12,12,19,Hailee Steinfeld & Grey Featuring Zedd,2016-12-24
15,Caroline,14,11,14,Amine,2016-12-24
16,I Hate U I Love U,13,10,34,gnash Featuring Olivia O'Brien,2016-12-24
17,All I Want For Christmas Is You,23,11,16,Mariah Carey,2016-12-24
18,The Greatest,18,18,14,Sia Featuring Kendrick Lamar,2016-12-24
19,Treat You Better,20,6,27,Shawn Mendes,2016-12-24
20,Love On The Brain,30,5,8,Rihanna,2016-12-24
21,Cold Water,19,2,20,Major Lazer Featuring Justin Bieber & MO,2016-12-24
22,Unsteady,21,20,30,X Ambassadors,2016-12-24
23,Love Me Now,53,23,7,John Legend,2016-12-24
24,Bad And Boujee,49,1,4,Migos Featuring Lil Uzi Vert,2016-12-24
25,In The Name Of Love,28,24,17,Martin Garrix & Bebe Rexha,2016-12-24
26,Cheap Thrills,24,1,43,Sia Featuring Sean Paul,2016-12-24
27,OOOUUU,26,19,15,Young M.A,2016-12-24
28,I Feel It Coming,22,4,3,The Weeknd Featuring Daft Punk,2016-12-24
29,Party Monster,16,16,3,The Weeknd,2016-12-24
30,Blue Ain't Your Color,32,24,13,Keith Urban,2016-12-24
31,Don't Let Me Down,29,3,43,The Chainsmokers Featuring Daya,2016-12-24
32,Can't Stop The Feeling!,25,1,31,Justin Timberlake,2016-12-24
33,All Time Low,35,16,9,Jon Bellion,2016-12-24
34,Chill Bill,36,29,19,Rob $tone Featuring J. Davi$ & Spooks,2016-12-24
35,Jingle Bell Rock,120,35,17,Bobby Helms,2016-12-24
36,This Is What You Came For,33,3,32,Calvin Harris Featuring Rihanna,2016-12-24
37,Rockin' Around The Christmas Tree,120,14,16,Brenda Lee,2016-12-24
38,Mercy,50,15,12,Shawn Mendes,2016-12-24
39,Bounce Back,51,6,5,Big Sean,2016-12-24
40,Ride,38,5,39,twenty one pilots,2016-12-24
41,This Town,40,20,11,Niall Horan,2016-12-24
42,May We All,39,30,15,Florida Georgia Line Featuring Tim McGraw,2016-12-24
43,X,41,36,13,21 Savage & Metro Boomin Featuring Future,2016-12-24
44,Do You Mind,37,27,18,DJ Khaled Featuring Nicki Minaj  Chris Brown & August Alsina,2016-12-24
45,Hallelujah,56,23,7,Pentatonix,2016-12-24
46,Needed Me,42,7,45,Rihanna,2016-12-24
47,One Dance,45,1,36,Drake Featuring WizKid & Kyla,2016-12-24
48,Redbone,120,48,2,Childish Gambino,2016-12-24
49,You Was Right,57,40,22,Lil Uzi Vert,2016-12-24
50,Reminder,31,31,2,The Weeknd,2016-12-24
51,Used To This,54,14,5,Future Featuring Drake,2016-12-24
52,Million Reasons,120,4,5,Lady Gaga,2016-12-24
53,Wanna Be That Song,59,46,10,Brett Eldredge,2016-12-24
54,Sidewalks,27,27,2,The Weeknd Featuring Kendrick Lamar,2016-12-24
55,Six Feet Under,34,34,2,The Weeknd,2016-12-24
56,Come And See Me,60,55,23,PARTYNEXTDOOR Featuring Drake,2016-12-24
57,No Heart,70,43,7,21 Savage & Metro Boomin,2016-12-24
58,Water Under The Bridge,78,26,5,Adele,2016-12-24
59,Song For Another Time,64,59,11,Old Dominion,2016-12-24
60,Say You Won't Let Go,76,19,7,James Arthur,2016-12-24
61,Tiimmy Turner,62,34,20,Desiigner,2016-12-24
62,Pick Up The Phone,58,43,17,Young Thug And Travis Scott Featuring Quavo,2016-12-24
63,Sneakin',66,28,7,Drake Featuring 21 Savage,2016-12-24
64,Too Much Sauce,73,50,16,DJ ESCO Featuring Future & Lil Uzi Vert,2016-12-24
65,Black Barbies,120,65,1,Nicki Minaj X Mike WiLL Made-It,2016-12-24
66,Secrets,47,47,2,The Weeknd,2016-12-24
67,Better Man,80,34,6,Little Big Town,2016-12-24
68,Me And Your Mama,120,68,2,Childish Gambino,2016-12-24
69,Dirty Laundry,79,48,8,Carrie Underwood,2016-12-24
70,How Far I'll Go,52,41,2,Auli'i Cravalho,2016-12-24
71,Die For You,43,43,2,The Weeknd,2016-12-24
72,1 Night,75,49,18,Lil Yachty,2016-12-24
73,Fresh Eyes,65,59,10,Andy Grammer,2016-12-24
74,Sleep Without You,63,47,13,Brett Young,2016-12-24
75,HandClap,77,53,11,Fitz And The Tantrums,2016-12-24
76,Home,120,76,1,gnash Featuring Johnny Yukon,2016-12-24
77,Play That Song,120,41,2,Train,2016-12-24
78,True Colors,48,48,2,The Weeknd,2016-12-24
79,Chantaje,90,51,4,Shakira Featuring Maluma,2016-12-24
80,Middle Of A Memory,74,46,20,Cole Swindell,2016-12-24
81,A Guy With A Girl,92,42,4,Blake Shelton,2016-12-24
82,Rockin',44,44,2,The Weeknd,2016-12-24
83,All I Know,46,46,2,The Weeknd Featuring Future,2016-12-24
84,That's My Girl,84,73,3,Fifth Harmony,2016-12-24
85,Star Of The Show,86,45,6,Thomas Rhett,2016-12-24
86,False Alarm,55,55,4,The Weeknd,2016-12-24
87,Setting The World On Fire,81,29,19,Kenny Chesney Featuring P!nk,2016-12-24
88,How I'll Always Be,91,70,8,Tim McGraw,2016-12-24
89,All We Know,82,18,10,The Chainsmokers Featuring Phoebe Ryan,2016-12-24
90,Selfish,89,51,5,PnB Rock,2016-12-24
91,My Sh*t,99,86,8,A Boogie Wit da Hoodie,2016-12-24
92,You're Welcome,83,65,2,Dwayne Johnson,2016-12-24
93,False Prophets,120,54,1,J. Cole,2016-12-24
94,Alone,120,60,2,Marshmello,2016-12-24
95,Dirt On My Boots,120,37,1,Jon Pardi,2016-12-24
96,Attention,67,67,2,The Weeknd,2016-12-24
97,Ordinary Life,72,72,2,The Weeknd,2016-12-24
98,Sex With Me,100,83,7,Rihanna,2016-12-24
99,What They Want,95,83,7,Russ,2016-12-24
100,Rockabye,120,9,1,Clean Bandit Featuring Sean Paul & Anne-Marie,2016-12-24
1,Black Beatles,1,1,12,Rae Sremmurd Featuring Gucci Mane,2016-12-17
2,Starboy,3,1,11,The Weeknd Featuring Daft Punk,2016-12-17
3,Closer,2,1,18,The Chainsmokers Featuring Halsey,2016-12-17
4,Side To Side,6,4,14,Ariana Grande Featuring Nicki Minaj,2016-12-17
5,24K Magic,4,4,8,Bruno Mars,2016-12-17
6,Juju On That Beat (TZ Anthem),5,5,10,Zay Hilfigerrr & Zayion McCall,2016-12-17
7,Let Me Love You,8,4,17,DJ Snake Featuring Justin Bieber,2016-12-17
8,Don't Wanna Know,10,6,8,Maroon 5 Featuring Kendrick Lamar,2016-12-17
9,Heathens,7,2,24,twenty one pilots,2016-12-17
10,Broccoli,9,5,25,D.R.A.M. Featuring Lil Yachty,2016-12-17
11,Fake Love,11,8,6,Drake,2016-12-17
12,Starving,13,12,18,Hailee Steinfeld & Grey Featuring Zedd,2016-12-17
13,I Hate U I Love U,14,10,33,gnash Featuring Olivia O'Brien,2016-12-17
14,Caroline,12,11,13,Amine,2016-12-17
15,Scars To Your Beautiful,15,8,14,Alessia Cara,2016-12-17
16,Party Monster,39,16,2,The Weeknd,2016-12-17
17,Bad Things,28,4,5,Machine Gun Kelly x Camila Cabello,2016-12-17
18,The Greatest,18,18,13,Sia Featuring Kendrick Lamar,2016-12-17
19,Cold Water,16,2,19,Major Lazer Featuring Justin Bieber & MO,2016-12-17
20,Treat You Better,17,6,26,Shawn Mendes,2016-12-17
21,Unsteady,20,20,29,X Ambassadors,2016-12-17
22,I Feel It Coming,48,4,2,The Weeknd Featuring Daft Punk,2016-12-17
23,All I Want For Christmas Is You,120,11,15,Mariah Carey,2016-12-17
24,Cheap Thrills,21,1,42,Sia Featuring Sean Paul,2016-12-17
25,Can't Stop The Feeling!,19,1,30,Justin Timberlake,2016-12-17
26,OOOUUU,22,19,14,Young M.A,2016-12-17
27,Sidewalks,120,27,1,The Weeknd Featuring Kendrick Lamar,2016-12-17
28,In The Name Of Love,24,24,16,Martin Garrix & Bebe Rexha,2016-12-17
29,Don't Let Me Down,23,3,42,The Chainsmokers Featuring Daya,2016-12-17
30,Love On The Brain,34,5,7,Rihanna,2016-12-17
31,Reminder,120,31,1,The Weeknd,2016-12-17
32,Blue Ain't Your Color,25,24,12,Keith Urban,2016-12-17
33,This Is What You Came For,26,3,31,Calvin Harris Featuring Rihanna,2016-12-17
34,Six Feet Under,120,34,1,The Weeknd,2016-12-17
35,All Time Low,32,16,8,Jon Bellion,2016-12-17
36,Chill Bill,30,29,18,Rob $tone Featuring J. Davi$ & Spooks,2016-12-17
37,Do You Mind,27,27,17,DJ Khaled Featuring Nicki Minaj  Chris Brown & August Alsina,2016-12-17
38,Ride,31,5,38,twenty one pilots,2016-12-17
39,May We All,33,30,14,Florida Georgia Line Featuring Tim McGraw,2016-12-17
40,This Town,29,20,10,Niall Horan,2016-12-17
41,X,36,36,12,21 Savage & Metro Boomin Featuring Future,2016-12-17
42,Needed Me,38,7,44,Rihanna,2016-12-17
43,Die For You,120,43,1,The Weeknd,2016-12-17
44,Rockin',120,44,1,The Weeknd,2016-12-17
45,One Dance,37,1,35,Drake Featuring WizKid & Kyla,2016-12-17
46,All I Know,120,46,1,The Weeknd Featuring Future,2016-12-17
47,Secrets,120,47,1,The Weeknd,2016-12-17
48,True Colors,120,48,1,The Weeknd,2016-12-17
49,Bad And Boujee,54,1,3,Migos Featuring Lil Uzi Vert,2016-12-17
50,Mercy,35,15,11,Shawn Mendes,2016-12-17
